ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,347654.40,7387960.98,355030876000172,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA - AE ,"JOAO LOPES DE LIMA,R,1151",JD. SAPOPEMBA,29623480.000000,3976020,2751968.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,347654.40,7387960.98,355030876000172,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA - NIR,"JOAO LOPES DE LIMA,R,1151",JD. SAPOPEMBA,29623480.000000,3976020,2751968.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,332060.24,7385924.09,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,"POSTO CECI  ""DR ALEXANDRE KALIL YASBEK ""- AE ","CECI,AV,2235",PLANALTO PAULISTA,22751999.000000,4065004,2751844.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,332060.24,7385924.09,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,"POSTO CECI  ""DR ALEXANDRE KALIL YASBEK ""- NIR ","CECI,AV,2235",PLANALTO PAULISTA,22751999.000000,4065004,2751844.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,332060.24,7385924.09,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - AE ,"CECI,AV,2235",PLANALTO PAULISTA,,,2751844.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,332060.24,7385924.09,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - NISA,"CECI,AV,2235",PLANALTO PAULISTA,,,2751844.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,335280.11,7402132.30,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR - AE (TUCURUVI) ","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700.000000,2331002,2751984.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,335280.11,7402132.30,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR - NIR ","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700.000000,2331002,2751984.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,335280.11,7402132.30,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR -  NISA","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700.000000,2331002,2751984.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,337938.56,7398471.80,355030889000163,3550308005033,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA - AMBULAT0RIO MEDICO ESP DE PSIQUIATRIA,"GUILHERME COTCHING,AV,1600",VILA MARIA,,2113012.000000,6578578.000000,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,338480.85,7391125.40,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - AE  ,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22731665.000000,3132050,2751852.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,338480.85,7391125.40,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - NIR,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22731665.000000,3132050,2751852.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,352867.34,7400734.87,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - AE ,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099.000000,8010130,2751976.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,352867.34,7400734.87,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA -NIR,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099.000000,8010130,2751976.000000,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,352867.34,7400734.87,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - NISA,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099.000000,8010130,2751976.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,338737.34,7394266.68,355030801000122,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,AGUA RASA-AMA,"SERRA DE JAIRE,R,1480",AGUA RASA,66052156.000000,3175001,6135714.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,340893.96,7392069.54,355030801000090,3550308005041,1,AGUA RASA,25,MOOCA,Leste,Leste 1,"V ORATORIO ""TITO P.MASCELANI"" - AMA","JOAO FIALHO DE CARVALHO,R,35",V DIVA,61012979.000000,3345010,6136095.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,317364.52,7407596.56,355030803000014,3550308005241,3,ANHANGUERA,1,PERUS,Norte,Norte 2,PQ ANHANGUERA - AMA,"ANHANGUERA,ROD KM 24,5/PIERRE RENOIR,100",JD. BRITANIA,39166375.000000,5259000,6146317.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,345304.82,7392209.13,355030804000003,3550308005151,4,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,V ANTONIETA-AMA,"JOAO DE OLIVEIRA MELLO,CEL,R,440",V ANTONIETA,67253997.000000,3474020,6136052.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,348965.01,7396856.82,355030805000068,3550308005146,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JD NORDESTE-AMA,"NICOLO TARTAGLIA,R,45",JD COIMBRA,62806211.000000,3693050,6143164.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,348226.37,7395375.28,355030805000008,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-AMA","FRANCISCO DE TOLEDO,PE,AV,545",COHAB PADRE M. DA NOBREGA,67417296.000000,3590120,6143172.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,333142.32,7397479.26,355030809000018,3550308005004,9,BOM RETIRO,9,SE,Centro,Centro,COMPLEXO PRATES - AMA,"R. PRATES, 1101",BOM RETIRO,,1009000.000000,6964028.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,327799.80,7404943.83,355030811000091,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,JD ELISA MARIA - AMA,"REMULO NALDI,R,1",JD ELISA MARIA,39810967.000000,2873250.000000,5882281.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,329071.09,7404479.66,355030811000302,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,JD LADEIRA ROSA-AMA,"JOSE DA COSTA GAVIAO,R,150",PQ. TIET-,38518818.000000,2772000,6141706.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,323217.66,7390469.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-AMA,"JOAO GUERRA,R,247",JD. PERI PERI,37420552.000000,5535100,6156959.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,330993.55,7404119.68,355030813000228,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JD PERI-AMA,"PERI RONCHETTI,AV,914",JD PERI,62318771.000000,2633000,6148344.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,319801.56,7385478.37,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA-AMA,"AMADEU DA SILVA SAMELO,R,423",JARDIM MARTINICA,58436257.000000,5760140.000000,6131670.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,343598.25,7398794.08,355030818000154,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,Z?LIA LOPES MARINOVIC DORO VEREADORA - AMA,"MERCEDES LOPES,R,989",CH-CARA CRUZEIRO DO SUL,66470031.000000,3614000.000000,3738736.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,344700.97,7399704.62,355030818000001,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,CANGAIBA-AMA DR. CARLOS GENTILE MELO,"CANGAIBA,AV,3722",CANGAIBA,66216523.000000,3711001,6143156.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,345078.94,7400278.07,355030818000026,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,"JOSE PIRES,DR(ENG GOULART)-AMA","AUGUSTO CORREIA LEITE,R,538",ENG  GOULART,66217402.000000,3726100,6143180.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,346417.89,7401376.35,355030818000113,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA SILVIA - AMA,"BELEM SANTOS,R,8",CANGA-BA,,3821170.000000,6592848.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,317230.85,7380517.82,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-AMA,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632.000000,5888070,6131662.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,319108.42,7380764.47,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO - AMA,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58742846.000000,5666000.000000,6218830.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,344383.77,7394433.35,355030820000075,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,V CARRAO-AMA,"JACI BARBOSA,DR,R,280",CARRAOZINHO,67854728.000000,3447000,6136060.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,330933.70,7401632.46,355030821000079,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,MASSAGISTA MARIO AMERICO - AMA,"OSCAR DE MOURA LACERDA,ENG,R,231",IMIRIM,62391561.000000,2540070,6148360.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,332319.93,7380395.96,355030822000169,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JD MIRIAM - AMA,"SANTO AFONSO,AV,419",JD. MIRIAM,56227869.000000,4426000,6133479.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,330791.35,7380879.77,355030822000001,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JOAO YUNES - AMA,"LUIS VIVES,R,85",V JOANIZA,56220844.000000,4404150,6133487.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,331797.58,7379229.99,355030822000156,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V MISSIONARIA - AMA,"RAINHA DAS MISSOES,R,515",V MISSIONARIA,,56169636.000000,6133509.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,331567.61,7380503.68,355030822000042,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V IMPERIO - AMA,"CATARINA GABRIELLI,R,150",AMERICAN-POLIS,56223899.000000,,6133517.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,332405.76,7381197.49,355030822000166,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CLARA - AMA,"ROLANDO CURTIS,R,701",V. CLARA,56236883.000000,4414000.000000,6143288.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,326183.88,7373067.87,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI - AMA,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.000000,4837150,6149774.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,350444.70,7394296.87,355030824000120,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER I-AMA,"FRANCISCO MUNHOZ F,DR,AV,379",CIDADE LIDER,67480035.000000,8280000,6135404.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,345861.12,7393646.63,355030824000147,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD ITAPEMA -AMA,"COSTEIRA,R,572",V.ARISI,67246146.000000,3573010,6136087.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,347722.09,7394267.24,355030824000018,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD BRASILIA-AMA,"OSVALDO VALLE CORDEIRO,AV,245",JD. BRASILIA,67439476.000000,3584000,6136117.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,356681.99,7391519.64,355030825000044,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES-AMA,"CADERNO DE VIAGEM,R,55",CASTRO ALVES,62820320.000000,8474170.000000,6135366.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,355252.48,7393212.98,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - AMA,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,65567600.000000,8421105.000000,6135757.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,335526.57,7385351.80,355030827000118,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,V MORAES-AMA JOAO BOTELHO VIEIRA,"GIOVANNI DI BALBUCCIO,R,250",V MORAES,50580891.000000,4170000,6133649.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,347473.48,7400094.96,355030828000090,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,HUMBERTO CERRUTI-AMA PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991.000000,3822000,6135439.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,349598.83,7400398.63,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - AMA,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944.000000,3807230.000000,6135730.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,326063.40,7404154.97,355030829000162,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,JD PAULISTANO-AMA,"ENCRUZILHADA DO SUL,R, 220",JD PAULISTANO,39722916.000000,2816010,6141714.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,327904.32,7400689.41,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,V PALMEIRAS(V BANCARIA)-AMA,"FRANCISCO LOTUFO,R,24",V PALMEIRA,39318242.000000,2727020,6141730.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,327692.94,7372553.90,355030830000098,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-AMA","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345.000000,4845000,6149731.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
