ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,
76,333054.92,7383914.80,355030838000148,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CRIA CASINHA JABAQUARA-CAPS INFANTIL,"ONZE DE FEVEREIRO,R,318",CID VARGAS,50218005.000000,4319020,2815443.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
77,336287.93,7385865.18,355030868000033,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DAS MERCES - CAPS INFANTIL,"NOSSA SENHORA DAS MERCES,R,1315",V DAS MERCES,69402200.000000,4065001.000000,3108368.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
78,349264.57,7388016.68,355030873000205,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS-CAPS INFANTIL,"ERNESTO MANOGRASSO,R,133",SAO MATEUS,61125956.000000,3963100,2069059.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
79,336916.33,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - CAPS INFANTIL,"TAQUARI,R,549",MOOCA,66944628.000000,3166000,2042916.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
80,334283.42,7400310.63,355030870000022,3550308005063,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,SANTANA - CAPS II INFANTIL,"SARAIVA,CONS,R,411",SANTANA,69739434.000000,2037020,2027658.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
81,334283.42,7400310.63,355030870000022,3550308005063,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,SANTANA - CAPS ad,"SARAIVA,CONS,R,411",SANTANA,29500803.000000,2037020.000000,6336302.000000,1,Municipal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
82,353590.65,7394338.09,355030847000060,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,ITAQUERA-CAPS INFANTIL CRIA ITAQUERA,"BERNARDINO PRUDENTE,R,86",COHAB JOSE BONIFACIO,65211162.000000,8255020,4050304.000000,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTIL,3,SAUDE MENTAL,0,,,
83,326209.18,7382644.31,355030871000060,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CAPS INFANTIL JUVENTUDE,"IGUATINGA,R,134",STO  AMARO,56874511.000000,4744040.000000,4049837.000000,1,Municipal,11,CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL ,3,SAUDE MENTAL,0,,,
84,343629.02,7388770.40,355030872000135,3550308005159,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,CASA DO PARTO DE SAPOPEMBA,"JOSE DAS ESPINHARAS,S,R,400",VILA INDUSTRIAL,67020435.000000,4379030.000000,3739503,1,Municipal,7,CASA DO PARTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
85,318458.96,7384785.73,355030817000050,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO - CECCO,"CARLOS LACERDA,AV,678",CAMPO LIMPO,58434843.000000,5789000.000000,3273997.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
86,325694.68,7376490.79,355030823000095,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,INTERLAGOS-CECCO,"ROBERT KENEDY,AV.,5300",INTERLAGOS,56667166.000000,4788010,2027453.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
87,324836.30,7381646.42,355030879000027,3550308005220,79,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ GUARAPIRANGA-CECCO,"GUARAPIRANGA,DE,ESTR,575",PQ. ALVES DE LIMA,55151696.000000,4901000.000000,2786605.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
88,322711.27,7399877.64,355030895000007,3550308005110,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,S DOMINGOS-CECCO,"PEDRO SERNAGIOTTI,R,125",PQ. SAO DOMINGOS,38353353.000000,5124050,2027518.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
89,320543.51,7410417.13,355030861000010,3550308005243,61,PERUS,1,PERUS,Norte,Norte 2,PERUS CASA VIVA - AE SM,"ANTONIO MAIA,R,827",PERUS,39171031.000000,5204110,3041530.000000,1,Municipal,1,AMBULATORIO DE SAUDE MENTAL,3,SAUDE MENTAL,0,,,
90,332942.79,7384626.88,355030838000194,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V GUARANI-CECCO,"LUSSANVIRA,R,178",V  GUARANI,50113106.000000,4316000.000000,2786613.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
91,331475.97,7390412.34,355030832000012,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,PQ IBIRAPUERA-CECCO,"PEDRO ALVARES CABRAL,AV,S/N",IBIRAPUERA,55497840.000000,4094050.000000,2027402.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
92,336917.05,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CECCO,"TAQUARI,R,549",MOOCA,66926323.000000,3166000,3004775.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
93,339880.58,7390961.94,355030893000037,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-CECCO,"FRANCISCO FALCONI,R,100",JD. AVELINO,62118131.000000,3227000,2786591.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
94,338080.85,7404303.46,355030839000046,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA/TREMEMBE-CECCO,"PAULO LINCOLN DO VALLE PONTIN,R,241",JD GUAPIRA,62428791.000000,2273010.000000,3548724,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
95,348429.39,7394888.45,355030805000094,3550308005148,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-CECCO","NICOLAU DA FONSECA,IRMAO,R,33",COHAB I,67489166.000000,3590170,2027445.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
96,352682.35,7394519.90,355030847000096,3550308005263,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,PQ RAUL SEIXAS-CECCO,"MURMURIOS DA TARDE,R,211",ITAQUERA,65213699.000000,8253580,3010961.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
97,354096.88,7399642.94,355030884000093,3550308005253,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CHICO MENDES-CECCO PQ ECOLOGICO,"CEMBIRA,R,1201",V CURUCA,61353130.000000,8032010,2027437.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
98,359589.25,7400237.84,355030836000117,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,PQ STA AMELIA-CECCO,"TIMOTEO CORREIA GOES,R,100",PQ. SANTA AMELIA,63692446.000000,8122490,2027488.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
99,318986.43,7381649.28,355030819000006,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,SANTO DIAS-CECCO,"JASMIM DA BEIRADA,TRAV,71",COHAB ADVENTISTA,58212220.000000,,2027267.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
100,325264.77,7382930.51,355030871000083,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CECCO,"JOSE MARIA,PE,R, 555",STO  AMARO,55215538.000000,4753060,2027283.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
101,323819.89,7391269.79,355030812000030,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,PQ PREVIDENCIA-CECCO,"PEDRO PECCININI,R,88",JD. ADEMAR DE BARROS,37215521.000000,5532030,2027410.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
102,328798.75,7396760.86,355030860000096,3550308005026,60,PERDIZES,8,LAPA,Oeste,Oeste,EDUARDO LEITE BACURI-CECCO,"SUMARE,AV,67",PERDIZES,38629933.000000,5016000,2027534.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
103,326026.55,7402676.05,355030829000115,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CECCO,"ANTONIO GENELE,R,30",JD. MONTE ALEGRE,39752893.000000,2811020.000000,2027232.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
104,349730.83,7400344.72,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO-CECCO,"RODRIGO DE BRUNN,AL,36",ERM MATARAZZO,65465806.000000,3807230.000000,2027542.000000,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO),3,SAUDE MENTAL,0,,,
105,352440.51,7400938.45,355030874000103,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL - SUVIS,"JOSE PEREIRA CARDOSO,R,193",SAO MIGUEL PAULISTA,62970258.000000,8011310.000000,2027429,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
106,332878.04,7396590.89,355030809000013,3550308005004,9,BOM RETIRO,9,SE,Centro,Centro,TABACO/ALCOOL/OUT DROGAS - CR,"PRATES,R,165",BOM RETIRO,2273871.000000,1121000,2068915,2,Estadual,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
107,326502.45,7360396.01,355030855000079,3550308005302,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VARGEM GRANDE-UBS,"PALMEIRAS, AV,DAS,40",VARGEM GRANDE,59212111.000000,4895010,2789280.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
108,317155.15,7378344.01,355030843000040,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CHACARA STA MARIA-UBS,"CICLADES,R,250",CHACARA SANTA MARIA,58335262.000000,5876040,3049213.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
109,316821.09,7388699.34,355030865000211,3550308005239,65,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-AMA,"VATICANO,AV,69",JD. JOAO XXIII,37820838.000000,5569120.000000,6157025.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
110,316821.09,7388699.34,355030865000211,3550308005239,65,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-UBS,"VATICANO,AV,69",JD. JOAO XXIII,37820838.000000,05569120,2788217.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
111,318867.66,7372578.25,355030843000308,3550308005290,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,HORIZONTE AZUL-UBS,"ALBERGATE CAPANELLI,R,2200",HORIZONTE AZUL,55173860.000000,4963000.000000,2787105.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
112,317537.29,7374411.02,355030843000220,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-AMA,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226.000000,4960110,6133576.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
113,317537.29,7374411.02,355030843000220,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-UBS,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226.000000,4960110,2787245.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
114,318019.09,7374331.00,355030843000272,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD VERA CRUZ-UBS,"FUNCIONARIOS PUBLICOS,DOS,AV,13",JD VERA CRUZ,58997754.000000,04962000,2086816.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
116,327269.71,7363001.78,355030830000596,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"LUCIANO BERGAMINI, DOM-UBS","ESTRADA DA LIGACAO,S/N",ZONA  RURAL MARSILAC,59751057.000000,5267000.000000,2786990.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
117,326287.09,7364927.54,355030855000125,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD S NORBERTO-UBS,"DOMENICO LANZETTI,R,S/N",JD. SAO NORBERTO,59208977.000000,04884210,2787814.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
118,324451.90,7369501.87,355030855000001,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,RECANTO CAMPO BELO-UBS,"SADAMU INOUE,AV,185",REC CAMPO BELO,59262002.000000,4825000.000000,2027321.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
119,325488.05,7370008.94,355030855000005,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-AMA,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589.000000,4858550,6135846.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
120,325488.05,7370008.94,355030855000005,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-UBS,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589.000000,4858550,2787229.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
121,327138.34,7370030.73,355030830000341,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD MIRNA-AMA,"JUVENAL HUDSON FERREIRA,DR,R,13",JD. MIRNA,55262114.000000,4856140,6149790.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
122,327138.34,7370030.73,355030830000341,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD MIRNA-UBS,"JUVENAL HUDSON FERREIRA,DR,R,13",JD. MIRNA,55262114.000000,4856140,2787628.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
123,325583.38,7373133.87,355030823000191,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,"SERGIO CHADDAD,DR-UBS","CARLOS OBERHUBER,AV,659",V  SAO JOSE,59243636.000000,4836130,2788551.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
124,325477.26,7374751.02,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,ESCOLA DR ANANIAS PEREIRA PORTO - CS UNISA,"CASSIO DE CAMPOS NOGUEIRA, R, 340",JD IMBUIAS,21418813.000000,4829300,2091704.000000,4,Privado,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
125,326183.88,7373067.87,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA) -AMA ESPECIALIDADES,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.000000,4837150,6360890.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
126,326183.88,7373067.87,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI - AMA,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.000000,4837150,6149774.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
127,326183.88,7373067.87,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA)-UBS,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.000000,4837150,2787474.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
128,326377.50,7374729.59,355030823000089,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JORDANOPOLIS-UBS,"CONTOS AMAZONICOS, R,1",V PROGRESSO,59736400.000000,4830130,2787997.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
129,328360.69,7368341.89,355030830000303,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VARGINHA-UBS,"HENRIQUE MUZZIO, R,152",JD VARGINHA,55263988.000000,4857040,2789299.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
130,328325.67,7370263.60,355030830000007,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD TRES CORACOES-UBS,"JOSE DE OLIVEIRA RAMOS,GEN,R,275",JD. TRES CORACiES,59315969.000000,,2787903.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
131,328085.49,7373265.20,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-AMA,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157.000000,4842150,6149758.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
132,328085.49,7373265.20,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-UBS,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157.000000,4842150,2787253.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
133,329697.18,7372036.75,355030830000114,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ELIANE-UBS,"HENRY ARTHUR JONES,R,201",JD. ELIANA,59315240.000000,4851120,2787369.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
134,329905.68,7373008.33,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES COCAIA INDEPENDENTE-UBS,"FILINTO MILANEZ,R,26",PQ. RESID. COCAIA,59310209.000000,4849040,2788403.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
135,330691.37,7374168.18,355030830000121,3550308005304,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,GAIVOTAS-UBS,"SAO PAULO,AV, 23-A",JD GAIVOTA,59326799.000000,4849000,2787067.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
136,317701.00,7378681.71,355030843000114,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD GUARUJA-UBS,"JOAO DE ALMADA,R,25",JD. GUARUJA,58735089.000000,5875300,2787423.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
137,318091.11,7377911.03,355030843000023,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-AMA,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448.000000,5874130,6133606.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
138,318091.11,7377911.03,355030843000023,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-UBS,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448.000000,5874130,2788365.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
139,318454.39,7378575.17,355030843000072,3550308005292,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  PARANAPANEMA-UBS,"PIETRO DA MILANO,R,100",VL. SANTO AMARO,58334282.000000,5875360.000000,3002543.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
140,319529.85,7375810.62,355030843000288,3550308005288,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ARACATI-UBS,"FRANCISCO HOMEM DEL REI,R,87",JD ARACATI,58961139.000000,4949070.000000,2787199.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
141,319163.50,7377976.92,355030843000050,3550308005291,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD NAKAMURA-UBS,"MANUEL VITOR DE JESUS,R,811",JD NAKAMURA,58310892.000000,4942100,2787644.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
142,320484.42,7378111.25,355030843000091,3550308005291,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,ALTO RIVIEIRA -UBS,"MARIO MAZAGAO,PROF,AV, 194",ALTO DA RIVIERA,58331372.000000,4929080,2786737.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
143,320349.23,7378758.43,355030843000411,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ DO LAGO-UBS,"BARONESA,DA,ESTR,1000",PQ. DO LAGO,55170045.000000,4944180.000000,4050223.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
144,317230.85,7380517.82,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-AMA,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632.000000,5888070,6131662.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
145,317230.85,7380517.82,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-UBS,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632.000000,5888070,2788322.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
146,318533.19,7380164.39,355030819000054,3550308005294,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD S BENTO-UBS,"JOAO ROBALO,R,,64",JD. SAO BENTO,58732681.000000,5881000,2787768.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
147,350170.47,7389377.99,355030873000074,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - SUVIS,"RAGUEB CHOHFI,AV,1400",SAO MATEUS,61131139.000000,8375000.000000,3094197,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
148,317837.33,7382147.89,355030819000263,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ DO ENGENHO II-UBS,"RODRIGO SANCHES,D,AV,700",PQ. ENGENHO,58212274.000000,5892360,2788314.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
149,318524.48,7381010.08,355030819000020,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD COMERCIAL-UBS,"COSTA NOVA DO PRADO,R,92",JD. COMERCIAL,58734880.000000,5885190,2787318.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
150,318949.27,7379683.22,355030843000126,3550308005292,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  CAICARA-UBS,"SERAFIM ALVARES,R,46",JARDIM CAICARA,58334375.000000,5871370,2086743.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
151,319546.70,7379447.74,355030843000155,3550308005226,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"GUAVIRITUBA,ESTR,49",V  SANTA LUCIA,58315665.000000,4937000.000000,3474674,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
