ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,SA_CLASSE,CLASSE,LEITOS
79,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - CAPS INFANTIL,"TAQUARI,R,549",MOOCA,66944628,3166000,2042916,1,Municipal,11,CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL,,,3,SAUDE MENTAL,0
80,334298.66,7400299.61,355030870000022,3550308005063,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,SANTANA - CAPS II INFANTIL,"SARAIVA,CONS,R,411",SANTANA,69739434,2037020,2027658,1,Municipal,11,CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL,,,3,SAUDE MENTAL,0
81,353590.65,7394338.09,355030847000060,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,ITAQUERA-CAPS INFANTIL CRIA ITAQUERA,"BERNARDINO PRUDENTE,R,86",COHAB JOSE BONIFACIO,65211162,8255020,4050304,1,Municipal,11,CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL,,,3,SAUDE MENTAL,0
82,326198.20,7382624.02,355030871000061,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CAPS JUVENTUDE,"IGUATINGA,R,134",STO  AMARO,56874511,4744040,4049837,1,Municipal,12,CENTRO DE ATENCAO PSICOSSOCIAL JUVENTUDE,,,3,SAUDE MENTAL,0
83,343629.02,7388770.40,355030872000135,3550308005159,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,CASA DO PARTO DE SAPOPEMBA,"JOSE DAS ESPINHARAS,S,R,400",VILA INDUSTRIAL,67020435,4379030,3739503,1,Municipal,7,CASA DO PARTO,,,1,AMBULATORIOS ESPECIALIZADOS,0
84,318465.04,7384772.51,355030817000050,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO - CECCO,"CARLOS LACERDA,AV,678",CAMPO LIMPO,58434843,5789000,3273997,1,Municipal,14,CENTRO DE CONVIVÊNCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
85,325694.68,7376490.79,355030823000095,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,INTERLAGOS-CECCO,"ROBERT KENEDY,AV.,5300",INTERLAGOS,56667166,4788010,2027453,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
86,324692.70,7381617.56,355030879000027,3550308005220,79,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ GUARAPIRANGA-CECCO,"GUARAPIRANGA,DE,ESTR,575",PQ. ALVES DE LIMA,55151696,4901000,2786605,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
87,322711.27,7399877.64,355030895000007,3550308005110,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,S DOMINGOS-CECCO,"PEDRO SERNAGIOTTI,R,125",PQ. SAO DOMINGOS,38353353,5124050,2027518,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
88,320526.71,7410428.78,355030861000010,3550308005243,61,PERUS,1,PERUS,Norte,Norte 2,PERUS CASA VIVA - AE SM,"ANTONIO MAIA,R,827",PERUS,39171031,5204110,3041530,1,Municipal,1,AMBULATORIO DE SAUDE MENTAL,,,3,SAUDE MENTAL,0
89,332954.23,7384607.63,355030838000194,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,V GUARANI-CECCO,"LUSSANVIRA,R,178",V  GUARANI,50113106,4316000,2786613,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
90,331372.45,7390510.61,355030832000011,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,PQ IBIRAPUERA-CECCO,"PEDRO ALVARES CABRAL,AV,S/N",IBIRAPUERA,55497840,4094050,2027402,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
91,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CECCO,"TAQUARI,R,549",MOOCA,66926323,3166000,3004775,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
92,339893.83,7390991.66,355030893000145,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-CECCO,"FRANCISCO FALCONI,R,100",JD. AVELINO,62118131,3227000,2786591,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
93,338051.18,7404326.17,355030839000046,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA/TREMEMBE-CECCO,"PAULO LINCOLN DO VALLE PONTIN,R,241",JD GUAPIRA,62428791,2273010,3548724,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
94,348378.96,7394847.83,355030805000116,3550308005148,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-CECCO","NICOLAU DA FONSECA,IRMAO,R,33",COHAB I,67489166,3590170,2027445,1,Municipal,14,CENTRO DE CONVIVÊNCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
95,352705.89,7394473.18,355030847000096,3550308005263,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,PQ RAUL SEIXAS-CECCO,"MURMURIOS DA TARDE,R,211",ITAQUERA,65213699,8253580,3010961,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
96,354059.17,7399552.53,355030884000140,3550308005253,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CHICO MENDES-CECCO PQ ECOLOGICO,"CEMBIRA,R,1201",V CURUCA,61353130,8032010,2027437,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
97,359657.15,7400240.04,355030836000117,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,PQ STA AMELIA-CECCO,"TIMOTEO CORREIA GOES,R,100",PQ. SANTA AMELIA,63692446,8122490,2027488,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
98,318975.71,7381641.62,355030819000004,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,SANTO DIAS-CECCO,"JASMIM DA BEIRADA,TRAV,71",COHAB ADVENTISTA,58212220,,2027267,1,Municipal,14,CENTRO DE CONVIVÊNCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
99,325403.88,7382943.37,355030871000083,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CECCO,"JOSE MARIA,PE,R, 555",STO  AMARO,55215538,4753060,2027283,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
100,323819.89,7391269.79,355030812000030,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,PQ PREVIDENCIA-CECCO,"PEDRO PECCININI,R,88",JD. ADEMAR DE BARROS,37215521,5532030,2027410,1,Municipal,14,CENTRO DE CONVIVÊNCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
101,328812.16,7396661.89,355030860000096,3550308005026,60,PERDIZES,8,LAPA,Oeste,Oeste,EDUARDO LEITE BACURI-CECCO,"SUMARE,AV,67",PERDIZES,38629933,5016000,2027534,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
102,326002.58,7402690.28,355030829000115,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CECCO,"ANTONIO GENELE,R,30",JD. MONTE ALEGRE,39752893,2811020,2027232,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
103,349567.15,7400281.03,355030828000084,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO-CECCO,"RODRIGO DE BRUNN,AL,36",ERM MATARAZZO,65465806,3807230,2027542,1,Municipal,14,CENTRO DE CONVIVENCIA E COOPERATIVA ,,,3,SAUDE MENTAL,0
104,352440.51,7400938.45,355030874000103,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL - SUVIS,"JOSE PEREIRA CARDOSO,R,193",SAO MIGUEL PAULISTA,,,2027429,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
105,332881.83,7396572.55,355030809000013,3550308005004,9,BOM RETIRO,9,SE,Centro,Centro,TABACO/ALCOOL/OUT DROGAS - CR,"PRATES,R,165",BOM RETIRO,2273871,1121000,2068915,2,Estadual,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,,,3,SAUDE MENTAL,0
106,326583.89,7360282.24,355030855000098,3550308005302,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VARGEM GRANDE-UBS,"PALMEIRAS, AV,DAS,40",VARGEM GRANDE,59212111,4895010,2789280,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
107,317155.15,7378344.01,355030843000040,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CHACARA STA MARIA-UBS,"CICLADES,R,250",CHACARA SANTA MARIA,58335262,5876040,3049213,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
108,316815.98,7388805.16,355030865000199,3550308005239,65,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-UBS,"VATICANO,AV,69",JD. JOAO XXIII,37820838,5569120,2788217,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
109,318867.66,7372578.25,355030843000308,3550308005290,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,HORIZONTE AZUL-UBS,"ALBERGATE CAPANELLI,R,2200",HORIZONTE AZUL,55173860,4963000,2787105,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
110,317665.62,7374480.31,355030843000220,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-AMA,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226,4960110,2787245,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
111,317665.62,7374480.31,355030843000220,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-UBS,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226,4960110,2787245,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
112,318008.79,7374315.25,355030843000239,3550308005290,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD VERA CRUZ-UBS,"FUNCIONARIOS PUBLICOS,DOS,AV,13",JD VERA CRUZ,58997754,4962000,2086816,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
113,327269.71,7363001.78,355030830000596,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"LUCIANO BERGAMINI, DOM-UBS","ESTRADA DA LIGACAO,S/N",ZONA  RURAL MARSILAC,59751057,5267000,2786990,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
114,326221.28,7364985.68,355030855000186,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD S NORBERTO-UBS,"DOMENICO LANZETTI,R,S/N",JD. SAO NORBERTO,59208977,4884210,2787814,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
115,324496.44,7369594.56,355030855000001,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,RECANTO CAMPO BELO-UBS,"SADAMU INOUE,AV,185",REC CAMPO BELO,59262002,4825000,2027321,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
116,325459.25,7370021.78,355030855000004,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-AMA,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,4858550,2787229,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
117,325459.25,7370021.78,355030855000004,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-UBS,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,4858550,2787229,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
118,326896.52,7370271.62,355030830000138,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD MIRNA-UBS,"JUVENAL HUDSON FERREIRA,DR,R,13",JD. MIRNA,55262114,4856140,2787628,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
119,325575.13,7373158.03,355030823000202,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,"SERGIO CHADDAD,DR-UBS","CARLOS OBERHUBER,AV,659",V  SAO JOSE,59243636,4836130,2788551,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
120,325448.32,7374766.07,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,ESCOLA DR ANANIAS PEREIRA PORTO - CS UNISA,"ENEAS DE SIQUEIRA NETO,PROF,R,340",JD IMBUIAS,55458813,4829300,2091704,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
121,326443.63,7373207.66,355030823000186,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA)-UBS,"ROQUE DO PARAGUASSU,S,S/N",V QUINTANA,59280272,4837150,2787474,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
122,326325.59,7374593.29,355030823000089,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JORDANOPOLIS-UBS,"CONTOS AMAZONICOS, R,1",V PROGRESSO,59736400,4830130,2787997,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
123,328373.87,7368467.65,355030830000333,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VARGINHA-UBS,"HENRIQUE MUZZIO, R,152",JD VARGINHA,55263988,4857040,2789299,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
124,328293.67,7370263.22,355030830000007,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD TRES CORACOES-UBS,"JOSE DE OLIVEIRA RAMOS,GEN,R,275",JD. TRES CORACiES,59315969,,2787903,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
125,328043.45,7373241.66,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-AMA,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157,4842150,2787253,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
126,328043.45,7373241.66,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-UBS,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157,4842150,2787253,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
127,329706.27,7372000.52,355030830000114,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ELIANE-UBS,"HENRY ARTHUR JONES,R,201",JD. ELIANA,59315240,4851120,2787369,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
128,329925.80,7372979.32,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES COCAIA INDEPENDENTE-UBS,"FILINTO MILANEZ,R,26",PQ. RESID. COCAIA,59310209,4849040,2788403,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
129,330440.39,7374128.48,355030830000123,3550308005304,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,GAIVOTAS-UBS,"SAO PAULO,AV, 23-A",JD GAIVOTA,59326799,4849000,2787067,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
130,317745.33,7378652.47,355030843000114,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD GUARUJA-UBS,"JOAO DE ALMADA,R,25",JD. GUARUJA,58735089,5875300,2787423,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
131,318080.22,7377909.12,355030843000023,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-UBS,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448,5874130,2788365,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
132,318406.13,7378584.43,355030843000072,3550308005292,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  PARANAPANEMA-UBS,"PIETRO DA MILANO,R,100",VL. SANTO AMARO,58334282,5875360,3002543,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
133,320071.32,7375600.80,355030843000100,3550308005288,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ARACATI-UBS,"FRANCISCO HOMEM DEL REI,R,87",JD ARACATI,58961139,4949070,2787199,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
134,318991.58,7377940.33,355030843000026,3550308005291,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD NAKAMURA-UBS,"MANUEL VITOR DE JESUS,R,811",JD NAKAMURA,58310892,4942100,2787644,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
135,320484.42,7378111.25,355030843000091,3550308005291,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,ALTO RIVIEIRA -UBS,"MARIO MAZAGAO,PROF,AV, 194",ALTO DA RIVIERA,58331372,4929080,2786737,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
136,320349.23,7378758.43,355030843000411,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ DO LAGO-UBS,"BARONESA,DA,ESTR,1000",PQ. DO LAGO,55170045,4944180,4050223,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
137,317217.98,7380486.98,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-UBS,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632,5888070,2788322,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
138,318527.95,7380151.59,355030819000054,3550308005294,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD S BENTO-UBS,"JOAO ROBALO,R,,64",JD. SAO BENTO,58732681,5881000,2787768,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
139,350073.33,7389336.24,355030873000074,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - SUVIS,"RAGUEB CHOHFI,AV,1400",SAO MATEUS,,,3094197,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
140,317766.79,7382126.52,355030819000384,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ DO ENGENHO II-UBS,"RODRIGO SANCHES,D,AV,700",PQ. ENGENHO,58212274,5892360,2788314,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
141,318491.46,7380999.25,355030819000223,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD COMERCIAL-UBS,"COSTA NOVA DO PRADO,R,92",JD. COMERCIAL,58734880,5885190,2787318,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
142,318947.97,7379648.75,355030843000126,3550308005292,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  CAICARA-UBS,"SERAFIM ALVARES,R,46",JARDIM CAICARA,58334375,5871370,2086743,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
143,319537.45,7379428.13,355030843000132,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"GUAVIRITUBA,ESTR,49",V  SANTA LUCIA,58315665,4937000,3474674,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
144,319885.61,7379056.96,355030843000133,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,STA LUCIA-UBS,"CARMELO CALI,R,26",VILA SANTA LUCIA,58330788,4940070,2788616,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
145,320234.28,7380259.84,355030843000196,3550308005226,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD COIMBRA-UBS,"M' BOI MIRIM,ESTR,3301",JARDIM COIMBRA,58922327,4905023,2787288,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
146,319127.14,7380834.93,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPÃO REDONDO - AE,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58732928,5866000,2786850,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
147,319127.14,7380834.93,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPÃO REDONDO - AMA,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58732928,5866000,2786850,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
148,320210.61,7381680.07,355030819000089,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD LIDIA-UBS,"GUTEMBERG JOSE FERREIRA,R,500",JD. LIDIA,55114428,5860070,2787563,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
149,320765.47,7378752.38,355030843000164,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD HERCULANO-UBS,"IGNACIO LIMAS,R,11",JD. HERCULANO,58326643,4920050,2787458,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
150,320584.94,7379139.38,355030843000163,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD KAGOHARA-UBS,"TEMAS,DOS,R,25",JD KAGOHARA,58340153,4938000,2787539,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
151,321017.80,7380411.27,355030843000061,3550308005226,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD STA MARGARIDA-UBS,"CAPAO REDONDO,R,175",PQ SANTO AMARO,58925799,4931100,2825767,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
152,321773.66,7379266.53,355030846000116,3550308005221,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD SOUZA-UBS,"MARIA JOSE DE SOUZA, R,190",JD. SOUZA,55146430,4917080,4049861,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
153,321647.61,7380387.44,355030846000368,3550308005221,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ FIGUEIRA GRANDE-UBS,"DANIEL KLEIN,R,211",PQ. FIGUEIRA GRANDE,55146609,4915170,2815451,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
154,320882.23,7380759.39,355030846000163,3550308005223,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD THOMAS-UBS,"AUDALIO GONCALVES DOS SANTOS,R,158",JD. THOMAS,55140345,5833040,4050118,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
155,321839.36,7381022.79,355030846000030,3550308005223,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CHÁCARA SANTANA-UBS,"BALTAZAR DE SA,R,383",CHACARA SANTANA,55146448,5831000,4050053,1,Municipal,4,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
156,321934.63,7380982.53,355030846000030,3550308005223,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,ZUMBI DOS PALMARES-UBS,"HUMBERTO DE ALMEIDA,R,279",CHACARA SANTANA,58972564,5831000,2815273,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
